id,id2,distritos,validos,CDU_CSU,SPD,AfD,FDP,LINKE,GRÜNE,OTROS
31,3,Mittelems,168873,99705,48903,0,2673,4543,8393,4656
32,3,Cloppenburg - Vechta,152353,101015,32422,0,2812,3821,5702,6581
33,3,Diepholz - Nienburg I,140854,66862,47067,0,2797,4933,10651,8544
34,3,Osterholz - Verden,143421,63174,53660,0,1359,7195,9729,8304
35,3,Rotenburg I - Heidekreis,121506,54448,49301,0,2097,4758,6026,4876
36,3,Harburg,151403,68458,47908,0,5110,5472,10754,13701
37,3,Lüchow-Dannenberg - Lüneburg,132199,52644,44491,0,2112,7784,15918,9250
38,3,Osnabrück-Land,143463,76179,46365,0,2546,5162,8330,4881
39,3,Stadt Osnabrück,140921,64416,49059,0,3934,5840,12568,5104
40,3,Nienburg II - Schaumburg,140309,58349,62641,0,1950,4649,8173,4547
41,3,Stadt Hannover I,127979,46650,55711,0,1889,6435,9876,7418
42,3,Stadt Hannover II,139344,47180,59686,0,2050,8657,14229,7542
43,3,Hannover-Land I,175013,77509,67440,0,4504,6220,8735,10605
44,3,Celle - Uelzen,155496,75369,53237,0,2091,5655,9563,9581
45,3,Gifhorn - Peine,160153,67368,69259,0,2266,6810,7666,6784
46,3,Hameln-Pyrmont - Holzminden,135764,53726,57484,0,2496,6308,8202,7548
47,3,Hannover-Land II,180896,75761,78433,0,2567,7350,9422,7363
48,3,Hildesheim,162345,68653,66986,0,2489,7909,13771,2537
49,3,Salzgitter - Wolfenbüttel,150391,55720,70080,0,1582,6524,6630,9855
50,3,Braunschweig,142103,49710,61952,0,3243,7119,10117,9962
51,3,Helmstedt - Wolfsburg,131342,58760,50826,0,1839,5731,6666,7520
52,3,Goslar - Northeim - Osterode,146830,61723,62209,0,2249,6805,7833,6011
53,3,Göttingen,163840,62558,66192,0,2633,8581,16740,7136
54,4,Bremen I,182384,55198,69161,0,4171,15186,25342,13326
55,4,Bremen II - Bremerhaven,146427,42067,64276,0,2189,13335,12325,12235
87,5,Aachen I,132971,54175,46907,0,2883,8225,11931,8850
88,5,Aachen II,161549,73621,57635,0,3827,9418,9096,7952
89,5,Heinsberg,132316,70649,37444,0,2921,5720,7511,8071
90,5,Düren,142776,71903,48849,0,2722,7288,6951,5063
91,5,Rhein-Erft-Kreis I,176775,83598,63676,0,5390,7820,9822,6469
92,5,Euskirchen - Rhein-Erft-Kreis II,174278,88759,53703,0,6101,8166,10066,7483
93,5,Köln I,131392,48232,48632,0,3243,8583,13513,9189
94,5,Köln II,182684,73011,59975,0,4762,9521,26426,8989
95,5,Köln III,139949,45999,55021,0,3158,10883,18046,6842
96,5,Bonn,172871,64778,65955,0,10416,7523,14797,9402
97,5,Rhein-Sieg-Kreis I,170402,84556,50271,0,4172,7946,10895,12562
98,5,Rhein-Sieg-Kreis II,162445,85058,44098,0,5058,5445,11732,11054
99,5,Oberbergischer Kreis,148916,77800,44773,0,3226,6373,7675,9069
100,5,Rheinisch-Bergischer Kreis,167604,98017,41894,0,2937,6884,11472,6400
101,5,Leverkusen - Köln IV,147944,58201,61172,0,3447,8554,10589,5981
102,5,Wuppertal I,143405,52427,58407,0,4314,10992,10198,7067
103,5,Solingen - Remscheid - Wuppertal II,158572,70269,52931,0,4170,9222,11334,10646
104,5,Mettmann I,152673,75628,52832,0,2964,5697,7735,7817
105,5,Mettmann II,121379,55307,45091,0,2920,5166,5987,6908
106,5,Düsseldorf I,163393,78206,47731,0,5825,8657,13427,9547
107,5,Düsseldorf II,137407,55990,48065,0,3980,12538,10315,6519
108,5,Neuss I,152566,78712,46619,0,3507,5983,7226,10519
109,5,Mönchengladbach,125606,63843,36665,0,2847,7827,7638,6786
110,5,Krefeld I - Neuss II,149141,73201,46148,0,5447,6165,8693,9487
111,5,Viersen,165604,87764,47198,0,3857,7998,8880,9907
112,5,Kleve,159490,81216,52778,0,5003,NA,9220,NA
113,5,Wesel I,152245,66172,59709,0,2781,7527,7489,8567
114,5,Krefeld II - Wesel II,129237,51835,53578,0,3245,6994,6888,6697
115,5,Duisburg I,119654,38477,55779,0,1955,8802,6107,8534
116,5,Duisburg II,103619,30654,44759,0,1680,8920,5371,12235
117,5,Oberhausen - Wesel III,145210,46889,65442,0,2415,10627,11396,8441
118,5,Mülheim - Essen I,139165,49487,58741,0,3412,7664,8824,11037
119,5,Essen II,106985,33243,51677,0,1721,7752,5382,7210
120,5,Essen III,149489,59101,59008,0,3007,7341,11576,9456
121,5,Recklinghausen I,120545,41383,54504,0,2426,7410,6178,8644
122,5,Recklinghausen II,135205,49404,61748,0,2122,7529,6733,7669
123,5,Gelsenkirchen,116844,33460,58967,0,1933,7112,4270,11102
124,5,Steinfurt I - Borken I,145847,75853,46459,0,4075,5484,7458,6518
125,5,Bottrop - Recklinghausen III,146171,53354,66913,0,2372,7827,5277,10428
126,5,Borken II,149986,86028,40643,0,3389,4513,9548,5865
127,5,Coesfeld - Steinfurt II,148381,83175,39724,0,3826,4929,10346,6381
128,5,Steinfurt III,144714,69385,52786,0,2603,5533,8464,5943
129,5,Münster,178566,69352,63296,0,10222,7620,19767,8309
130,5,Warendorf,156401,80272,50056,0,3533,5488,9300,7752
131,5,Gütersloh I,166903,83869,56031,0,3146,7133,9069,7655
132,5,Bielefeld - Gütersloh II,177149,66021,67464,0,3523,12153,19026,8962
133,5,Herford - Minden-Lübbecke II,161333,65873,66637,0,5651,8706,8209,6257
134,5,Minden-Lübbecke I,143524,66385,58186,0,2738,5943,5923,4349
135,5,Lippe I,123911,49783,50934,0,2873,5186,7070,8065
136,5,Höxter - Lippe II,153734,76882,48159,0,2956,6328,8757,10652
137,5,Paderborn - Gütersloh III,174046,102867,40429,0,3296,6969,11254,9231
138,5,Hagen - Ennepe-Ruhr-Kreis I,144588,49329,68044,0,4978,8181,6521,7535
139,5,Ennepe-Ruhr-Kreis II,132852,47530,56197,0,2666,6743,10964,8752
140,5,Bochum I,151165,53861,66851,0,2069,10331,10323,7730
141,5,Herne - Bochum II,124530,37807,60610,0,1894,9500,7194,7525
142,5,Dortmund I,147469,45310,67019,0,2882,8835,11042,12381
143,5,Dortmund II,135653,43688,63388,0,2014,9340,9228,7995
144,5,Unna I,146276,52433,68287,0,2514,7749,8242,7051
145,5,Hamm - Unna II,164912,64871,71174,0,3439,9277,8250,7901
146,5,Soest,165476,82394,55127,0,3870,8267,9868,5950
147,5,Hochsauerlandkreis,149604,83952,44682,0,2878,6159,6308,5625
148,5,Siegen-Wittgenstein,154757,70833,56510,0,3383,6891,7808,9332
149,5,Olpe - Märkischer Kreis I,148837,76911,48711,0,3586,5635,5132,8862
150,5,Märkischer Kreis II,143502,59768,59821,0,2792,6926,4498,9697
167,6,Waldeck,133701,55444,55217,0,3579,7253,8486,3722
168,6,Kassel,155463,54674,62178,0,3192,13066,16559,5794
169,6,Werra-Meißner - Hersfeld-Rotenburg,126814,51386,54630,0,2513,7277,6333,4675
170,6,Schwalm-Eder,136829,54162,57944,0,3005,6890,7884,6944
171,6,Marburg,128002,50683,55982,0,2229,6746,7595,4767
172,6,Lahn-Dill,142835,68666,49213,0,3033,6603,8647,6673
173,6,Gießen,152302,67587,54028,0,4543,7802,11186,7156
174,6,Fulda,149596,87263,37352,0,3605,6869,8125,6382
175,6,Main-Kinzig - Wetterau II - Schotten,126773,61911,41061,0,2963,6739,6815,7284
176,6,Hochtaunus,136975,66785,38435,0,4866,5482,10064,11343
177,6,Wetterau I,127770,60118,40805,0,3527,6174,9497,7649
178,6,Rheingau-Taunus - Limburg,162032,84489,47152,0,3726,6300,9119,11246
179,6,Wiesbaden,129630,56466,45311,0,3296,6097,9784,8676
180,6,Hanau,124101,54920,45184,0,3053,7069,7217,6658
181,6,Main-Taunus,151067,79353,40927,0,6472,6355,12453,5507
182,6,Frankfurt am Main I,130519,52427,43124,0,4125,10280,12875,7688
183,6,Frankfurt am Main II,156977,57004,47854,0,5434,9547,21184,15954
184,6,Groß-Gerau,123304,52087,46942,0,2489,7645,9502,4639
185,6,Offenbach,153603,69930,47984,0,4376,9479,12548,9286
186,6,Darmstadt,176597,63397,65820,0,4306,9111,20704,13259
187,6,Odenwald,171250,80323,57586,0,4581,8621,11854,8285
188,6,Bergstraße,145129,70131,46099,0,2795,5730,8222,12152
198,7,Neuwied,170289,79785,63453,0,3906,7655,6779,8711
199,7,Ahrweiler,139491,77379,39071,0,3313,6221,7813,5694
200,7,Koblenz,139695,67046,43094,0,3772,6901,11184,7698
201,7,Mosel/Rhein-Hunsrück,126151,67658,35146,0,3990,5647,5083,8627
202,7,Kreuznach,128890,53324,48521,0,3767,6688,5733,10857
203,7,Bitburg,116592,65252,30613,0,3807,3867,5775,7278
204,7,Trier,137813,67281,42879,0,2656,7687,9555,7755
205,7,Montabaur,151773,74887,47097,0,3714,7217,9014,9844
206,7,Mainz,192493,77285,67169,0,9633,8359,19339,10708
207,7,Worms,145975,61337,53948,0,3652,5359,8111,13568
208,7,Ludwigshafen/Frankenthal,151762,65746,54003,0,3773,7476,7247,13517
209,7,Neustadt - Speyer,161570,77345,46217,0,4355,7244,13054,13355
210,7,Kaiserslautern,158986,59086,61253,0,3584,11813,8446,14804
211,7,Pirmasens,124668,57201,40180,0,3446,7486,5059,11296
212,7,Südpfalz,155116,75748,43385,0,6217,6308,11064,12394
258,8,Stuttgart I,151248,63465,25050,0,3894,5824,41522,11493
259,8,Stuttgart II,132835,58222,34690,0,3594,6633,18505,11191
260,8,Böblingen,188749,102408,44676,0,6501,7621,17750,9793
261,8,Esslingen,128425,65825,32379,0,2474,4788,14236,8723
262,8,Nürtingen,158373,80710,40013,0,3997,5205,15685,12763
263,8,Göppingen,130711,64095,31646,0,4393,4710,14010,11857
264,8,Waiblingen,169399,87082,38908,0,6354,6211,17838,13006
265,8,Ludwigsburg,160561,80935,33977,0,5126,7739,21666,11118
266,8,Neckar-Zaber,174280,92693,45962,0,5404,7697,16474,6050
267,8,Heilbronn,170887,87777,46231,0,6178,7554,12771,10376
268,8,Schwäbisch Hall - Hohenlohe,155765,81427,35728,0,6128,6626,15569,10287
269,8,Backnang - Schwäbisch Gmünd,127787,70748,31673,0,3541,5079,10439,6307
270,8,Aalen - Heidenheim,160110,92293,39464,0,2857,7929,12402,5165
271,8,Karlsruhe-Stadt,148111,58452,43866,0,4714,7254,20337,13488
272,8,Karlsruhe-Land,157255,83848,40735,0,4490,5896,12298,9988
273,8,Rastatt,145646,77850,33482,0,4527,5073,12233,12481
274,8,Heidelberg,166319,68061,50850,0,5180,6892,20392,14944
275,8,Mannheim,135167,53819,43736,0,3772,8951,16544,8345
276,8,Odenwald - Tauber,153285,90624,32696,0,2807,5158,9019,12981
277,8,Rhein-Neckar,145554,72271,37724,0,3709,5824,12031,13995
278,8,Bruchsal - Schwetzingen,142639,73944,35252,0,3966,5345,9678,14454
279,8,Pforzheim,157197,77737,36059,0,9064,6435,12539,15363
280,8,Calw,142709,83514,28892,0,4072,6094,10036,10101
281,8,Freiburg,166534,58106,50004,0,3182,8083,34762,12397
282,8,Lörrach - Müllheim,162043,81205,39902,0,3856,6305,19468,11307
283,8,Emmendingen - Lahr,150615,78797,39772,0,2742,7002,17368,4934
284,8,Offenburg,142873,80083,28862,0,3063,6083,14111,10671
285,8,Rottweil - Tuttlingen,140930,81517,25044,0,4714,5290,10546,13819
286,8,Schwarzwald-Baar,117366,66505,22211,0,2946,4144,8984,12576
287,8,Konstanz,145650,75524,27956,0,5476,5980,19322,11392
288,8,Waldshut,126441,65009,35359,0,4184,5613,12768,3508
289,8,Reutlingen,148131,76870,29859,0,5665,5966,18399,11372
290,8,Tübingen,147979,69354,30160,0,3358,9589,24477,11041
291,8,Ulm,165046,85984,39321,0,4371,6012,16041,13317
292,8,Biberach,119587,70540,23786,0,2567,4013,10754,7927
293,8,Bodensee,126766,68333,26105,0,4955,5749,14224,7400
294,8,Ravensburg,134247,69312,26909,0,3320,4424,18298,11984
295,8,Zollernalb - Sigmaringen,130191,78966,23684,0,3069,5460,10802,8210
213,9,Altötting,110861,72915,15921,0,2293,2832,6030,10870
214,9,Erding - Ebersberg,142543,78991,27233,0,3125,3712,11377,18105
215,9,Freising,154442,81729,27165,0,3854,4440,18169,19085
216,9,Fürstenfeldbruck,187040,103904,37575,0,4196,5096,14515,21754
217,9,Ingolstadt,173332,106668,28561,0,3471,6755,11340,16537
218,9,München-Nord,154757,66930,48625,0,5749,5722,15962,11769
219,9,München-Ost,167440,74745,48051,0,6920,5713,17100,14911
220,9,München-Süd,153171,66513,43571,0,4650,6027,17407,15003
221,9,München-West/Mitte,173019,73661,49419,0,6984,7135,22743,13077
222,9,München-Land,190872,100176,38786,0,7429,3996,21279,19206
223,9,Rosenheim,161622,93964,20229,0,4272,3932,15125,24100
224,9,Starnberg,180104,97383,31678,0,13381,5041,16031,16590
225,9,Traunstein,139912,87598,24570,0,3313,4117,11973,8341
226,9,Weilheim,182216,104236,30019,0,5325,5321,15559,21756
227,9,Deggendorf,93098,57145,14779,0,1950,2802,4187,12235
228,9,Landshut,169996,98703,27537,0,5147,4920,14085,19604
229,9,Passau,116111,69428,22845,0,NA,3763,5956,NA
230,9,Rottal-Inn,102641,62748,16619,0,2070,2668,4773,13763
231,9,Straubing,110370,67579,19400,0,2596,2757,3582,14456
232,9,Amberg,149479,87248,31253,0,3148,4909,7365,15556
233,9,Regensburg,170560,82648,37541,0,6830,5839,14202,23500
234,9,Schwandorf,140117,80840,34716,0,2430,3820,4516,13795
235,9,Weiden,117789,64930,25881,0,1735,3117,4531,17595
236,9,Bamberg,125874,65723,28794,0,4252,4365,10283,12457
237,9,Bayreuth,114472,63936,29344,0,3133,3246,7189,7624
238,9,Coburg,110393,55309,35785,0,1835,3681,4274,9509
239,9,Hof,117749,64888,33731,0,1527,5264,6449,5890
240,9,Kulmbach,121082,68903,27587,0,1996,3616,4845,14135
241,9,Ansbach,164872,87922,38331,0,7454,6202,9665,15298
242,9,Erlangen,134323,65151,35377,0,2990,5611,11980,13214
243,9,Fürth,176841,86997,47936,0,3239,7524,14595,16550
244,9,Nürnberg-Nord,131621,51829,41666,0,3556,8099,13336,13135
245,9,Nürnberg-Süd,120657,53519,38942,0,2192,6038,8165,11801
246,9,Roth,167199,84618,46200,0,5371,6064,11142,13804
247,9,Aschaffenburg,128900,67591,32308,0,4199,3641,10284,10877
248,9,Bad Kissingen,153533,88911,30564,0,4391,6930,12127,10610
249,9,Main-Spessart,141113,73001,32812,0,3632,4426,8810,18432
250,9,Schweinfurt,139562,76548,32190,0,2921,7514,8052,12337
251,9,Würzburg,165229,80776,42136,0,5323,5374,16454,15166
252,9,Augsburg-Stadt,132024,58622,33145,0,4511,6408,14568,14770
253,9,Augsburg-Land,174639,105841,30879,0,3974,5177,12067,16701
254,9,Donau-Ries,129495,78524,22858,0,3170,5797,8153,10993
255,9,Neu-Ulm,159917,91961,29420,0,4377,5546,12505,16108
256,9,Oberallgäu,154104,93494,26722,0,5501,5530,13011,9846
257,9,Ostallgäu,166212,99333,25009,0,2847,4731,10039,24253
296,10,Saarbrücken,139051,51324,50286,0,2410,15202,7422,12407
297,10,Saarlouis,149927,66694,52303,0,1872,10936,5577,12545
298,10,St. Wendel,134056,60865,44868,0,2221,10247,3793,12062
299,10,Homburg,138915,55250,52266,0,1890,12592,4954,11963
75,11,Berlin-Mitte,139292,33265,39360,0,2088,23200,25687,15692
76,11,Berlin-Pankow,172647,41295,36180,0,1581,48926,25442,19223
77,11,Berlin-Reinickendorf,130881,58845,38593,0,2605,8508,8790,13540
78,11,Berlin-Spandau - Charlottenburg Nord,127763,50071,47790,0,1788,9199,5942,12973
79,11,Berlin-Steglitz - Zehlendorf,172980,73460,50540,0,4605,9102,20416,14857
80,11,Berlin-Charlottenburg - Wilmersdorf,151334,56079,47619,0,3801,9368,22176,12291
81,11,Berlin-Tempelhof - Schöneberg,174159,60926,45659,0,2585,12801,35461,16727
82,11,Berlin-Neukölln,137723,42092,44528,0,1861,16144,16126,16972
83,11,Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,165731,22723,29799,0,1647,28441,66056,17065
84,11,Berlin-Treptow - Köpenick,146219,33036,26093,0,1429,61661,7344,16656
85,11,Berlin-Marzahn - Hellersdorf,130739,33552,22341,0,938,50866,4071,18971
86,11,Berlin-Lichtenberg,136292,30988,26636,0,939,54932,5748,17049
56,12,Prignitz - Ostprignitz-Ruppin - Havelland I,101748,34115,30079,0,1294,24519,2790,8951
57,12,Uckermark - Barnim I,98755,38394,23235,0,1565,25673,2825,7063
58,12,Oberhavel - Havelland II,173719,65081,48668,0,2571,34046,8510,14843
59,12,Märkisch-Oderland - Barnim II,171171,58210,34745,0,1887,56391,5876,14062
60,12,Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I,121742,39973,40306,0,1911,28974,2952,7626
61,12,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,179139,58399,57669,0,3200,35914,12903,11054
62,12,Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I,166002,61487,45078,0,1989,36284,6324,14840
63,12,Frankfurt (Oder) - Oder-Spree,132126,44822,32291,0,2252,37008,5192,10561
64,12,Cottbus - Spree-Neiße,123231,44301,29510,0,2498,24681,3278,18963
65,12,Elbe-Elster - Oberspreewald-Lausitz II,116012,47454,26132,0,2085,27137,2899,10305
12,13,Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I,146108,56966,37864,0,2255,32404,5205,11414
13,13,Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I,134812,57917,30711,0,2125,30812,4641,8606
14,13,Rostock - Landkreis Rostock II,150151,52661,27498,0,1606,46160,11216,11010
15,13,Vorpommern-Rügen - Vorpommern-Greifswald I,154935,87142,21688,0,1227,29847,4728,10303
16,13,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,146096,67069,22870,0,2695,34972,3359,15131
17,13,Mecklenburgische Seenplatte II - Landkreis Rostock III,133642,62852,25029,0,1983,30284,4083,9411
151,14,Nordsachsen,109461,49906,22316,0,2276,23843,3399,7721
152,14,Leipzig I,136399,54566,29511,0,2307,31923,7683,10409
153,14,Leipzig II,151860,52077,35515,0,2237,37750,13732,10549
154,14,Leipzig-Land,148740,76273,23542,0,2890,31865,4905,9265
155,14,Meißen,142973,76666,18090,0,3461,25279,4817,14660
156,14,Bautzen I,152003,74794,17268,0,3948,32452,3709,19832
157,14,Görlitz,149683,74204,22741,0,2442,29550,5045,15701
158,14,Sächsische Schweiz - Osterzgebirge,144771,72644,15442,0,2628,27571,4244,22242
159,14,Dresden I,170365,72537,25321,0,3305,42599,10429,16174
160,14,Dresden II - Bautzen II,170398,71227,25150,0,3471,32588,16650,21312
161,14,Mittelsachsen,142986,74209,22079,0,3203,29079,4583,9833
162,14,Chemnitz,134175,55909,28101,0,2724,31992,6475,8974
163,14,Chemnitzer Umland - Erzgebirgskreis II,131445,65157,20517,0,3006,28783,4874,9108
164,14,Erzgebirgskreis I,157918,79318,19143,0,10246,32472,5051,11688
165,14,Zwickau,145582,64857,23033,0,3996,35847,4334,13515
166,14,Vogtlandkreis,136134,65743,28172,0,3533,26707,3540,8439
66,15,Altmark,106038,44686,18616,0,1489,32164,2998,6085
67,15,Börde - Jerichower Land,138838,61890,32118,0,3686,29759,3611,7774
68,15,Harz,129944,59779,24875,0,1852,29860,4928,8650
69,15,Magdeburg,151568,55046,38153,0,2090,38231,6073,11975
70,15,Dessau - Wittenberg,118969,53048,20545,0,1489,26015,5196,12676
71,15,Anhalt,137953,56514,21244,0,2778,39715,2884,14818
72,15,Halle,141147,51206,32957,0,2958,36006,5286,12734
73,15,Burgenland - Saalekreis,121639,54544,18791,0,1879,31300,4760,10365
74,15,Mansfeld,130411,54705,23560,0,2458,35982,3193,10513
189,16,Eichsfeld - Nordhausen - Unstrut-Hainich-Kreis I,132005,65784,21826,0,1825,26091,4129,12350
190,16,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II,127592,55220,23564,0,1927,30220,4129,12532
191,16,Kyffhäuserkreis - Sömmerda - Weimarer Land I,125419,54350,21469,0,2253,33239,3948,10160
192,16,Gotha - Ilm-Kreis,139073,51861,34726,0,1879,28015,4117,18475
193,16,Erfurt - Weimar - Weimarer Land II,153678,56992,36694,0,1781,35917,9151,13143
194,16,Gera - Jena - Saale-Holzland-Kreis,165521,59731,30310,0,2755,44657,7863,20205
195,16,Greiz - Altenburger Land,113701,51013,15873,0,1791,27627,3211,14186
196,16,Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis,143863,59153,28521,0,3279,37908,5674,9328
197,16,Suhl - Schmalkalden-Meiningen - Hildburghausen,128532,53979,23519,0,1792,35147,3704,10391
