id,id2,distritos,validos,CDU_CSU,SPD,AfD,FDP,LINKE,GRÜNE,OTROS,CDU_CSU_porc,SPD_porc,AfD_porc,FDP_porc,LINKE_porc,GRÜNE_porc,OTROS_porc,primero,primer.partido,segundo,segundo.partido
1,1,Flensburg – Schleswig,178571,41721,38932,9766,12298,6539,50231,19084,23.363816073158574,21.80197232473358,5.468973125535501,6.886896528551668,3.661848788437092,28.129427510626027,10.687065648957557,GRÜNE,28.129427510626027,CDU_CSU,23.363816073158574
2,1,Nordfriesland – Dithmarschen Nord,144091,43771,40034,8270,13963,4059,20615,13379,30.37733099222019,27.783831051210694,5.73942855556558,9.690403980817678,2.816969831564775,14.30693103663657,9.28510455198451,CDU_CSU,30.37733099222019,SPD,27.783831051210694
3,1,Steinburg – Dithmarschen Süd,134951,39434,39364,10429,19303,4339,16685,5397,29.220976502582417,29.16910582359523,7.727990159391187,14.303710235566983,3.2152410875058353,12.363746841446154,3.99922934991219,CDU_CSU,29.220976502582417,SPD,29.16910582359523
4,1,Rendsburg-Eckernförde,160658,47697,49477,10197,12900,4415,23831,12141,29.68853091660546,30.79647449862441,6.347022868453485,8.02947876856428,2.748073547535759,14.833372754546925,7.557046645669684,SPD,30.79647449862441,CDU_CSU,29.68853091660546
5,1,Kiel,155030,28341,45767,7179,11499,7316,43560,11368,18.280977875249953,29.52138295813713,4.630716635489905,7.4172740759852935,4.719086628394504,28.09778752499516,7.332774301748049,SPD,29.52138295813713,GRÜNE,28.09778752499516
6,1,Plön – Neumünster,131961,36869,41498,9404,12420,3718,20739,7313,27.939315403793547,31.447169997196138,7.126347936132646,9.411871689362766,2.8174991095854076,15.716007002068794,5.541788861860701,SPD,31.447169997196138,CDU_CSU,27.939315403793547
7,1,Pinneberg,187503,48888,58644,11934,20464,5602,31750,10221,26.07318282907474,31.276299579206736,6.364698164829363,10.913958709993974,2.9876855303648475,16.933062404334866,5.4511127821954855,SPD,31.276299579206736,CDU_CSU,26.07318282907474
8,1,Segeberg – Stormarn-Mitte,197912,55264,63369,14039,20575,6205,27109,11351,27.923521565140064,32.0187760216662,7.093556732285055,10.396034601236913,3.135231820202918,13.697501920045271,5.735377339423582,SPD,32.0187760216662,CDU_CSU,27.923521565140064
9,1,Ostholstein – Stormarn-Nord,141793,42989,47718,9646,13288,4122,19027,5003,30.318139823545593,33.653283307356496,6.802874612992178,9.371407615326568,2.9070546500885093,13.41885706628677,3.5283829244038847,SPD,33.653283307356496,CDU_CSU,30.318139823545593
10,1,Herzogtum Lauenburg – Stormarn-Süd,195291,51838,60592,14053,20546,5167,33953,9142,26.543977961093958,31.02651939925547,7.195928127768305,10.520710119769983,2.6457952491410257,17.385849834349763,4.681219308621493,SPD,31.02651939925547,CDU_CSU,26.543977961093958
