id,id2,distritos,validos,CDU_CSU,SPD,AfD,FDP,LINKE,GRÜNE,OTROS,CDU_CSU_porc,SPD_porc,AfD_porc,FDP_porc,LINKE_porc,GRÜNE_porc,OTROS_porc,primero,primer.partido,segundo,segundo.partido
18,2,Hamburg-Mitte,166020,46753,64997,0,2878,15693,19943,15756,28.161064931935915,39.15010239730153,0,1.7335260811950366,9.452475605348754,12.012408143597158,9.490422840621612,SPD,39.15010239730153,CDU_CSU,28.161064931935915
19,2,Hamburg-Altona,134403,43609,46918,0,2627,13759,18380,9110,32.44644836796798,34.908446984070295,0,1.954569466455362,10.237122683273439,13.67528998608662,6.7781225121463065,SPD,34.908446984070295,CDU_CSU,32.44644836796798
20,2,Hamburg-Eimsbüttel,141438,47112,53105,0,3264,9728,18399,9830,33.309294531879694,37.54648679986991,0,2.3077249395494848,6.877925310029837,13.008526704280321,6.950041714390758,SPD,37.54648679986991,CDU_CSU,33.309294531879694
21,2,Hamburg-Nord,162284,64459,56421,0,3921,7626,19343,10514,39.71987380148382,34.766828522836505,0,2.4161346774789876,4.6991693574227895,11.919228020014296,6.478765620763599,CDU_CSU,39.71987380148382,SPD,34.766828522836505
22,2,Hamburg-Wandsbek,145193,54002,58029,0,2783,9594,9320,11465,37.19325311826328,39.966802807297874,0,1.9167590724070718,6.607756572286543,6.41904224032839,7.8963861894168454,SPD,39.966802807297874,CDU_CSU,37.19325311826328
23,2,Hamburg-Bergedorf - Harburg,140615,50044,56867,0,2234,10595,9088,11787,35.58937524446183,40.4416314048999,0,1.588735198947481,7.534758027237492,6.46303737154642,8.382462752906873,SPD,40.4416314048999,CDU_CSU,35.58937524446183
24,3,Aurich - Emden,132039,42737,66348,0,2085,6373,12627,1869,32.366952188368586,50.2487901301888,0,1.5790789085043055,4.826604260862321,9.563083634380751,1.4154908776952264,SPD,50.2487901301888,CDU_CSU,32.366952188368586
25,3,Unterems,164863,90236,51409,0,4288,6426,8441,4063,54.73393059691987,31.182860920885823,0,2.600947453340046,3.8977817945809554,5.12000873452503,2.464470499748276,CDU_CSU,54.73393059691987,SPD,31.182860920885823
26,3,Friesland - Wilhelmshaven - Wittmund,131793,52275,58178,0,3024,6736,7362,4218,39.6644738339669,44.143467407221934,0,2.2945072955316292,5.111045351422306,5.586032642097835,3.2004734697593955,SPD,44.143467407221934,CDU_CSU,39.6644738339669
27,3,Oldenburg - Ammerland,161795,59525,60547,0,3966,8794,18552,10411,36.790382891931145,37.42204641676195,0,2.451250038629129,5.4352730306869805,11.46636175407151,6.43468586791928,SPD,37.42204641676195,CDU_CSU,36.790382891931145
28,3,Delmenhorst - Wesermarsch - Oldenburg-Land,160639,63832,63256,0,5263,7273,9784,11231,39.73630313933727,39.37773517016416,0,3.2762903155522634,4.527543124645946,6.090675365259993,6.99145288504037,CDU_CSU,39.73630313933727,SPD,39.37773517016416
29,3,Cuxhaven - Stade II,135661,63431,49395,0,1872,4904,8326,7733,46.75698984969888,36.41061174545374,0,1.3799102173800872,3.614893005358946,6.137357088625324,5.70023809348302,CDU_CSU,46.75698984969888,SPD,36.41061174545374
30,3,Stade I - Rotenburg II,143970,68545,49111,0,2505,4878,9099,9832,47.610613322219905,34.11196777106342,0,1.7399458220462596,3.3882058762242138,6.320066680558449,6.829200527887755,CDU_CSU,47.610613322219905,SPD,34.11196777106342
31,3,Mittelems,168873,99705,48903,0,2673,4543,8393,4656,59.04140981684461,28.958448064521857,0,1.5828462809330086,2.690187300515772,4.970007046715579,2.7571014904691693,CDU_CSU,59.04140981684461,SPD,28.958448064521857
32,3,Cloppenburg - Vechta,152353,101015,32422,0,2812,3821,5702,6581,66.303256253569,21.280841204308416,0,1.8457135730835623,2.507991309655865,3.7426240375968964,4.319573621786247,CDU_CSU,66.303256253569,SPD,21.280841204308416
33,3,Diepholz - Nienburg I,140854,66862,47067,0,2797,4933,10651,8544,47.469010464736535,33.41545146037741,0,1.9857441038238177,3.5022079600153346,7.561730586280829,6.06585542476607,CDU_CSU,47.469010464736535,SPD,33.41545146037741
34,3,Osterholz - Verden,143421,63174,53660,0,1359,7195,9729,8304,44.04794276988726,37.41432565663327,0,0.9475599807559563,5.016699088696913,6.783525425146945,5.789947078879662,CDU_CSU,44.04794276988726,SPD,37.41432565663327
35,3,Rotenburg I - Heidekreis,121506,54448,49301,0,2097,4758,6026,4876,44.81095583757181,40.57495103122479,0,1.7258406992247295,3.91585600711076,4.959425871973401,4.012970552894507,CDU_CSU,44.81095583757181,SPD,40.57495103122479
36,3,Harburg,151403,68458,47908,0,5110,5472,10754,13701,45.21574869718566,31.64270192796708,0,3.3750982477229643,3.6141952273072526,7.102897564777448,9.049358335039596,CDU_CSU,45.21574869718566,SPD,31.64270192796708
37,3,Lüchow-Dannenberg - Lüneburg,132199,52644,44491,0,2112,7784,15918,9250,39.821783825898834,33.65456622213481,0,1.5975915097693627,5.88809295077875,12.040938282437839,6.997027208980401,CDU_CSU,39.821783825898834,SPD,33.65456622213481
38,3,Osnabrück-Land,143463,76179,46365,0,2546,5162,8330,4881,53.10010246544405,32.318437506534785,0,1.7746736092232842,3.5981402870426518,5.806375162933996,3.402270968821229,CDU_CSU,53.10010246544405,SPD,32.318437506534785
39,3,Stadt Osnabrück,140921,64416,49059,0,3934,5840,12568,5104,45.71071735227539,34.81312224579729,0,2.7916350295555667,4.144165880173998,8.918472051716918,3.6218874404808368,CDU_CSU,45.71071735227539,SPD,34.81312224579729
40,3,Nienburg II - Schaumburg,140309,58349,62641,0,1950,4649,8173,4547,41.5860707438582,44.645033461859185,0,1.389789678495321,3.3134011360639732,5.825000534534492,3.2407044451888334,SPD,44.645033461859185,CDU_CSU,41.5860707438582
41,3,Stadt Hannover I,127979,46650,55711,0,1889,6435,9876,7418,36.45129279022339,43.53136061385071,0,1.4760234100907181,5.028168683924707,7.7168910524382905,5.796263449472179,SPD,43.53136061385071,CDU_CSU,36.45129279022339
42,3,Stadt Hannover II,139344,47180,59686,0,2050,8657,14229,7542,33.85865196922724,42.83356298082444,0,1.4711792398668044,6.212682282696061,10.211419221495005,5.412504305890458,SPD,42.83356298082444,CDU_CSU,33.85865196922724
43,3,Hannover-Land I,175013,77509,67440,0,4504,6220,8735,10605,44.28756720929302,38.534280310605496,0,2.5735231097118496,3.5540217012450506,4.991057807134327,6.059549862010251,CDU_CSU,44.28756720929302,SPD,38.534280310605496
44,3,Celle - Uelzen,155496,75369,53237,0,2091,5655,9563,9581,48.47005710757833,34.23689355353192,0,1.3447291248649482,3.6367494983793796,6.149997427586562,6.1615732880588565,CDU_CSU,48.47005710757833,SPD,34.23689355353192
45,3,Gifhorn - Peine,160153,67368,69259,0,2266,6810,7666,6784,42.06477555837231,43.245521470094225,0,1.414897004739218,4.252183849194209,4.78667274418837,4.2359493734116755,SPD,43.245521470094225,CDU_CSU,42.06477555837231
46,3,Hameln-Pyrmont - Holzminden,135764,53726,57484,0,2496,6308,8202,7548,39.57308270233641,42.34112135765004,0,1.8384844288618485,4.646297987684511,6.041365899649391,5.559647623817802,SPD,42.34112135765004,CDU_CSU,39.57308270233641
47,3,Hannover-Land II,180896,75761,78433,0,2567,7350,9422,7363,41.880970281266585,43.35806209092517,0,1.4190474084556872,4.063108084203078,5.20851760127366,4.070294533875818,SPD,43.35806209092517,CDU_CSU,41.880970281266585
48,3,Hildesheim,162345,68653,66986,0,2489,7909,13771,2537,42.288336567187166,41.26151097970372,0,1.5331547014074964,4.871723798084327,8.482552588622994,1.5627213649943024,CDU_CSU,42.288336567187166,SPD,41.26151097970372
49,3,Salzgitter - Wolfenbüttel,150391,55720,70080,0,1582,6524,6630,9855,37.050089433543235,46.59853315690434,0,1.051924649746328,4.338025546741494,4.40850848787494,6.552918725189673,SPD,46.59853315690434,CDU_CSU,37.050089433543235
50,3,Braunschweig,142103,49710,61952,0,3243,7119,10117,9962,34.981668226568054,43.59654616721674,0,2.282147456422454,5.009746451517561,7.119483754741279,7.010407943533916,SPD,43.59654616721674,CDU_CSU,34.981668226568054
51,3,Helmstedt - Wolfsburg,131342,58760,50826,0,1839,5731,6666,7520,44.73816448660749,38.69744636140762,0,1.4001614106683316,4.363417642490597,5.0752995995188135,5.725510499307152,CDU_CSU,44.73816448660749,SPD,38.69744636140762
52,3,Goslar - Northeim - Osterode,146830,61723,62209,0,2249,6805,7833,6011,42.037049649254236,42.36804467751822,0,1.5317033303820746,4.634611455424641,5.334740856773139,4.093850030647688,SPD,42.36804467751822,CDU_CSU,42.037049649254236
53,3,Göttingen,163840,62558,66192,0,2633,8581,16740,7136,38.182373046875,40.400390625,0,1.6070556640625,5.2374267578125,10.21728515625,4.35546875,SPD,40.400390625,CDU_CSU,38.182373046875
54,4,Bremen I,182384,55198,69161,0,4171,15186,25342,13326,30.264716203175716,37.920541275550484,0,2.286933064303886,8.326388279673655,13.894859198175277,7.306561979120975,SPD,37.920541275550484,CDU_CSU,30.264716203175716
55,4,Bremen II - Bremerhaven,146427,42067,64276,0,2189,13335,12325,12235,28.728991237954748,43.89627596003469,0,1.4949428725576566,9.106927001167819,8.417163501266844,8.35569942701824,SPD,43.89627596003469,CDU_CSU,28.728991237954748
87,5,Aachen I,132971,54175,46907,0,2883,8225,11931,8850,40.74196629340232,35.27611283663355,0,2.1681419256830434,6.185559257281663,8.972633130532222,6.6555865564672,CDU_CSU,40.74196629340232,SPD,35.27611283663355
88,5,Aachen II,161549,73621,57635,0,3827,9418,9096,7952,45.571931735881996,35.67648205807526,0,2.3689406929167003,5.829810150480659,5.630489820426001,4.9223455422193885,CDU_CSU,45.571931735881996,SPD,35.67648205807526
89,5,Heinsberg,132316,70649,37444,0,2921,5720,7511,8071,53.39414734423652,28.29892076544031,0,2.207593941775749,4.322984370748814,5.676562169352157,6.099791408446446,CDU_CSU,53.39414734423652,SPD,28.29892076544031
90,5,Düren,142776,71903,48849,0,2722,7288,6951,5063,50.360704880372055,34.21373340057152,0,1.9064828822771334,5.104499355634,4.868465288283745,3.5461141928615456,CDU_CSU,50.360704880372055,SPD,34.21373340057152
91,5,Rhein-Erft-Kreis I,176775,83598,63676,0,5390,7820,9822,6469,47.29062367416207,36.02093056144817,0,3.049073681233206,4.423702446612926,5.556215528213832,3.6594541083297982,CDU_CSU,47.29062367416207,SPD,36.02093056144817
92,5,Euskirchen - Rhein-Erft-Kreis II,174278,88759,53703,0,6101,8166,10066,7483,50.929549340708526,30.814560644487543,0,3.5007287207794446,4.685617232238148,5.775829421958021,4.29371463982832,CDU_CSU,50.929549340708526,SPD,30.814560644487543
93,5,Köln I,131392,48232,48632,0,3243,8583,13513,9189,36.70847540185095,37.01290793960059,0,2.468186799805163,6.532361178762786,10.284492206527034,6.9935764734534835,SPD,37.01290793960059,CDU_CSU,36.70847540185095
94,5,Köln II,182684,73011,59975,0,4762,9521,26426,8989,39.96573317860349,32.82991394977119,0,2.6066869567121365,5.211731733485143,14.465415690481926,4.920518490946114,CDU_CSU,39.96573317860349,SPD,32.82991394977119
95,5,Köln III,139949,45999,55021,0,3158,10883,18046,6842,32.868402060750704,39.31503619175557,0,2.2565363096556603,7.776404261552422,12.894697354036113,4.8889238222495335,SPD,39.31503619175557,CDU_CSU,32.868402060750704
96,5,Bonn,172871,64778,65955,0,10416,7523,14797,9402,37.471872089592814,38.15272659960317,0,6.025302103880929,4.351799897033048,8.559561754140372,5.438737555749664,SPD,38.15272659960317,CDU_CSU,37.471872089592814
97,5,Rhein-Sieg-Kreis I,170402,84556,50271,0,4172,7946,10895,12562,49.62148331592352,29.50141430264903,0,2.448328071266769,4.663090808793324,6.393704299245314,7.3719792021220405,CDU_CSU,49.62148331592352,SPD,29.50141430264903
98,5,Rhein-Sieg-Kreis II,162445,85058,44098,0,5058,5445,11732,11054,52.361106836159934,27.146418787897442,0,3.1136692418972576,3.3519037212595033,7.222136723198622,6.804764689587245,CDU_CSU,52.361106836159934,SPD,27.146418787897442
99,5,Oberbergischer Kreis,148916,77800,44773,0,3226,6373,7675,9069,52.24421821698139,30.065943216309865,0,2.166321953315963,4.279593864997717,5.153912272690644,6.090010475704424,CDU_CSU,52.24421821698139,SPD,30.065943216309865
100,5,Rheinisch-Bergischer Kreis,167604,98017,41894,0,2937,6884,11472,6400,58.481301162263435,24.995823488699553,0,1.7523448127729646,4.1073005417531805,6.844705376959976,3.818524617550894,CDU_CSU,58.481301162263435,SPD,24.995823488699553
101,5,Leverkusen - Köln IV,147944,58201,61172,0,3447,8554,10589,5981,39.33988536202887,41.34807765100309,0,2.3299356513275296,5.781917482290597,7.157437949494404,4.042745903855513,SPD,41.34807765100309,CDU_CSU,39.33988536202887
102,5,Wuppertal I,143405,52427,58407,0,4314,10992,10198,7067,36.5586973954883,40.72870541473449,0,3.008263310205362,7.665004706948851,7.111328056901782,4.928001115721209,SPD,40.72870541473449,CDU_CSU,36.5586973954883
103,5,Solingen - Remscheid - Wuppertal II,158572,70269,52931,0,4170,9222,11334,10646,44.313624095048304,33.37978962237974,0,2.629720253260349,5.815654718361375,7.147541810660142,6.713669500290089,CDU_CSU,44.313624095048304,SPD,33.37978962237974
104,5,Mettmann I,152673,75628,52832,0,2964,5697,7735,7817,49.5359362821193,34.60467797187453,0,1.941404177555953,3.731504588237606,5.066383708972772,5.120093271239839,CDU_CSU,49.5359362821193,SPD,34.60467797187453
105,5,Mettmann II,121379,55307,45091,0,2920,5166,5987,6908,45.56554263917152,37.14893021033293,0,2.4056879690885573,4.256090427503934,4.932484202374381,5.6912645515286835,CDU_CSU,45.56554263917152,SPD,37.14893021033293
106,5,Düsseldorf I,163393,78206,47731,0,5825,8657,13427,9547,47.86373957268671,29.212389759659224,0,3.5650242054433177,5.298268591677735,8.217610301542907,5.842967568990104,CDU_CSU,47.86373957268671,SPD,29.212389759659224
107,5,Düsseldorf II,137407,55990,48065,0,3980,12538,10315,6519,40.74756016796815,34.980022851819776,0,2.8965045448921813,9.1247170813714,7.5068955730057425,4.744299780942747,CDU_CSU,40.74756016796815,SPD,34.980022851819776
108,5,Neuss I,152566,78712,46619,0,3507,5983,7226,10519,51.59209784617804,30.55661156483096,0,2.2986772937613886,3.9215814794908432,4.736310842520615,6.894720973218147,CDU_CSU,51.59209784617804,SPD,30.55661156483096
109,5,Mönchengladbach,125606,63843,36665,0,2847,7827,7638,6786,50.827985924239286,29.190484530993743,0,2.266611467605051,6.23139022021241,6.080919701288155,5.402608155661354,CDU_CSU,50.827985924239286,SPD,29.190484530993743
110,5,Krefeld I - Neuss II,149141,73201,46148,0,5447,6165,8693,9487,49.08174143930911,30.942530893583925,0,3.652248543324773,4.1336721625844,5.828712426495732,6.361094534702061,CDU_CSU,49.08174143930911,SPD,30.942530893583925
111,5,Viersen,165604,87764,47198,0,3857,7998,8880,9907,52.99630443709089,28.500519311127753,0,2.3290500229463054,4.829593488079998,5.362189319098572,5.9823434216564815,CDU_CSU,52.99630443709089,SPD,28.500519311127753
112,5,Kleve,159490,81216,52778,0,5003,0,9220,0,50.92231487867578,33.09172988902125,0,3.1368737851902937,0,5.780926703868581,0,CDU_CSU,50.92231487867578,SPD,33.09172988902125
113,5,Wesel I,152245,66172,59709,0,2781,7527,7489,8567,43.46415317416007,39.2190219711649,0,1.8266609740878188,4.94400472921935,4.919044960425629,5.6271141909422315,CDU_CSU,43.46415317416007,SPD,39.2190219711649
114,5,Krefeld II - Wesel II,129237,51835,53578,0,3245,6994,6888,6697,40.108482864814256,41.457167838931575,0,2.510890843953357,5.411762885241843,5.329743030246756,5.181952536812213,SPD,41.457167838931575,CDU_CSU,40.108482864814256
115,5,Duisburg I,119654,38477,55779,0,1955,8802,6107,8534,32.15688568706437,46.616912096545036,0,1.6338776806458621,7.356210406672573,5.103882862252829,7.132231266819329,SPD,46.616912096545036,CDU_CSU,32.15688568706437
116,5,Duisburg II,103619,30654,44759,0,1680,8920,5371,12235,29.583377565890423,43.195745953927364,0,1.6213242745056409,8.608459838446617,5.183412308553451,11.807680058676498,SPD,43.195745953927364,CDU_CSU,29.583377565890423
117,5,Oberhausen - Wesel III,145210,46889,65442,0,2415,10627,11396,8441,32.2904758625439,45.06714413607879,0,1.6631086013359961,7.318366503684319,7.847944356449281,5.81296053990772,SPD,45.06714413607879,CDU_CSU,32.2904758625439
118,5,Mülheim - Essen I,139165,49487,58741,0,3412,7664,8824,11037,35.55994682571048,42.20960730068624,0,2.451765889411849,5.507131821937987,6.340674738619624,7.930873423633816,SPD,42.20960730068624,CDU_CSU,35.55994682571048
119,5,Essen II,106985,33243,51677,0,1721,7752,5382,7210,31.072580268261905,48.30303313548628,0,1.608636724774501,7.245875590035987,5.03061176800486,6.739262513436463,SPD,48.30303313548628,CDU_CSU,31.072580268261905
120,5,Essen III,149489,59101,59008,0,3007,7341,11576,9456,39.53535042712173,39.47313849179538,0,2.011519242218491,4.910729217534401,7.743713584277104,6.325549037052894,CDU_CSU,39.53535042712173,SPD,39.47313849179538
121,5,Recklinghausen I,120545,41383,54504,0,2426,7410,6178,8644,34.32991828777635,45.2146501306566,0,2.0125264424074,6.147082002571653,5.1250570326434115,7.170766103944586,SPD,45.2146501306566,CDU_CSU,34.32991828777635
122,5,Recklinghausen II,135205,49404,61748,0,2122,7529,6733,7669,36.540068784438446,45.66990865722422,0,1.5694685847416887,5.568581043600459,4.979845419917902,5.672127510077289,SPD,45.66990865722422,CDU_CSU,36.540068784438446
123,5,Gelsenkirchen,116844,33460,58967,0,1933,7112,4270,11102,28.636472561706206,50.46643387764883,0,1.6543425421930096,6.086748142822909,3.65444524323029,9.501557632398754,SPD,50.46643387764883,CDU_CSU,28.636472561706206
124,5,Steinfurt I - Borken I,145847,75853,46459,0,4075,5484,7458,6518,52.008611764383225,31.85461476753036,0,2.7940238743340626,3.7601047673246626,5.113577927554218,4.469066898873477,CDU_CSU,52.008611764383225,SPD,31.85461476753036
125,5,Bottrop - Recklinghausen III,146171,53354,66913,0,2372,7827,5277,10428,36.501084346416185,45.77720614896252,0,1.622756908005008,5.354687318277907,3.6101552291494206,7.134110049188963,SPD,45.77720614896252,CDU_CSU,36.501084346416185
126,5,Borken II,149986,86028,40643,0,3389,4513,9548,5865,57.357353352979615,27.0978624671636,0,2.2595442241275854,3.0089475017668317,6.365927486565413,3.910364967396957,CDU_CSU,57.357353352979615,SPD,27.0978624671636
127,5,Coesfeld - Steinfurt II,148381,83175,39724,0,3826,4929,10346,6381,56.05502052149534,26.771621703587385,0,2.578497246952103,3.3218538761701297,6.972590830362378,4.300415821432663,CDU_CSU,56.05502052149534,SPD,26.771621703587385
128,5,Steinfurt III,144714,69385,52786,0,2603,5533,8464,5943,47.946294069682274,36.476083861962216,0,1.7987202343933553,3.8234034025733514,5.848777588899484,4.106720842489324,CDU_CSU,47.946294069682274,SPD,36.476083861962216
129,5,Münster,178566,69352,63296,0,10222,7620,19767,8309,38.8383006843408,35.44683758386255,0,5.724494024618348,4.267329726823696,11.069856523638318,4.653181456716284,CDU_CSU,38.8383006843408,SPD,35.44683758386255
130,5,Warendorf,156401,80272,50056,0,3533,5488,9300,7752,51.32448002250625,32.004910454536734,0,2.2589369633186487,3.5089289710423848,5.946253540578385,4.956490048017596,CDU_CSU,51.32448002250625,SPD,32.004910454536734
131,5,Gütersloh I,166903,83869,56031,0,3146,7133,9069,7655,50.25014529397315,33.57099632720802,0,1.8849271732683053,4.273739836911259,5.433695020460987,4.586496348178283,CDU_CSU,50.25014529397315,SPD,33.57099632720802
132,5,Bielefeld - Gütersloh II,177149,66021,67464,0,3523,12153,19026,8962,37.26862697503231,38.08319550209146,0,1.9887213588561041,6.860326617705999,10.74011143161971,5.05901811469441,SPD,38.08319550209146,CDU_CSU,37.26862697503231
133,5,Herford - Minden-Lübbecke II,161333,65873,66637,0,5651,8706,8209,6257,40.83045626127327,41.304010958700324,0,3.502693187382618,5.396292141099465,5.088233653375316,3.8783137981690046,SPD,41.304010958700324,CDU_CSU,40.83045626127327
134,5,Minden-Lübbecke I,143524,66385,58186,0,2738,5943,5923,4349,46.25358825004877,40.54095482288677,0,1.9076948802987654,4.140770881525041,4.126835929879323,3.0301552353613332,CDU_CSU,46.25358825004877,SPD,40.54095482288677
135,5,Lippe I,123911,49783,50934,0,2873,5186,7070,8065,40.176416944419785,41.1053094559805,0,2.3185996400642397,4.1852620025663585,5.70570812922178,6.508703827747335,SPD,41.1053094559805,CDU_CSU,40.176416944419785
136,5,Höxter - Lippe II,153734,76882,48159,0,2956,6328,8757,10652,50.009757112935326,31.326186790170034,0,1.9228017224556704,4.1162007103178215,5.69620253164557,6.928851132475574,CDU_CSU,50.009757112935326,SPD,31.326186790170034
137,5,Paderborn - Gütersloh III,174046,102867,40429,0,3296,6969,11254,9231,59.10334049619066,23.22891649334084,0,1.8937522264228999,4.004113854957884,6.4661066614573155,5.303770267630396,CDU_CSU,59.10334049619066,SPD,23.22891649334084
138,5,Hagen - Ennepe-Ruhr-Kreis I,144588,49329,68044,0,4978,8181,6521,7535,34.11693916507594,47.0606136055551,0,3.442885993305115,5.658145904224416,4.510056159570642,5.211359172268791,SPD,47.0606136055551,CDU_CSU,34.11693916507594
139,5,Ennepe-Ruhr-Kreis II,132852,47530,56197,0,2666,6743,10964,8752,35.776653719928944,42.30045464125493,0,2.0067443470930058,5.07557281787252,8.252792581218198,6.587781892632403,SPD,42.30045464125493,CDU_CSU,35.776653719928944
140,5,Bochum I,151165,53861,66851,0,2069,10331,10323,7730,35.630602321966066,44.22386134356498,0,1.3687030728012437,6.834253960903649,6.828961730559323,5.1136175702047435,SPD,44.22386134356498,CDU_CSU,35.630602321966066
141,5,Herne - Bochum II,124530,37807,60610,0,1894,9500,7194,7525,30.35975267003935,48.6710029711716,0,1.5209186541395647,7.628683851280815,5.7769212238014935,6.042720629567173,SPD,48.6710029711716,CDU_CSU,30.35975267003935
142,5,Dortmund I,147469,45310,67019,0,2882,8835,11042,12381,30.72510154676576,45.44616156615967,0,1.954309041222223,5.991089652740576,7.487675375841703,8.39566281727007,SPD,45.44616156615967,CDU_CSU,30.72510154676576
143,5,Dortmund II,135653,43688,63388,0,2014,9340,9228,7995,32.20570131143432,46.72804877149787,0,1.4846704459171562,6.88521448106566,6.80265088129271,5.893714108792286,SPD,46.72804877149787,CDU_CSU,32.20570131143432
144,5,Unna I,146276,52433,68287,0,2514,7749,8242,7051,35.845251442478606,46.683666493478086,0,1.7186688178511853,5.297519757171375,5.634553857092072,4.820339631928682,SPD,46.683666493478086,CDU_CSU,35.845251442478606
145,5,Hamm - Unna II,164912,64871,71174,0,3439,9277,8250,7901,39.33673716891433,43.15877558940526,0,2.085354613369555,5.625424468807607,5.002668089647813,4.791040069855438,SPD,43.15877558940526,CDU_CSU,39.33673716891433
146,5,Soest,165476,82394,55127,0,3870,8267,9868,5950,49.792114868621425,33.31419662065798,0,2.3387077280088953,4.995890642751819,5.963402547801494,3.5956875921583795,CDU_CSU,49.792114868621425,SPD,33.31419662065798
147,5,Hochsauerlandkreis,149604,83952,44682,0,2878,6159,6308,5625,56.11614662709553,29.86684847998717,0,1.9237453544022887,4.116868532926927,4.216464800406406,3.7599262051816797,CDU_CSU,56.11614662709553,SPD,29.86684847998717
148,5,Siegen-Wittgenstein,154757,70833,56510,0,3383,6891,7808,9332,45.77046595630569,36.51531110062873,0,2.1860077411684125,4.452787272950497,5.0453291288923925,6.030098800054279,CDU_CSU,45.77046595630569,SPD,36.51531110062873
149,5,Olpe - Märkischer Kreis I,148837,76911,48711,0,3586,5635,5132,8862,51.67465079247767,32.72774914839724,0,2.409347138144413,3.7860209490919594,3.448067348844709,5.954164623044001,CDU_CSU,51.67465079247767,SPD,32.72774914839724
150,5,Märkischer Kreis II,143502,59768,59821,0,2792,6926,4498,9697,41.64959373388524,41.68652701704506,0,1.9456174826831683,4.826413569148862,3.134451087789717,6.757397109447952,SPD,41.68652701704506,CDU_CSU,41.64959373388524
167,6,Waldeck,133701,55444,55217,0,3579,7253,8486,3722,41.468650197081544,41.29886837046843,0,2.6768685350146972,5.424791138435763,6.346998152594222,2.7838236064053374,CDU_CSU,41.468650197081544,SPD,41.29886837046843
168,6,Kassel,155463,54674,62178,0,3192,13066,16559,5794,35.168496684098464,39.995368672931825,0,2.0532216668918006,8.404572149000083,10.651409016936505,3.72693181014132,SPD,39.995368672931825,CDU_CSU,35.168496684098464
169,6,Werra-Meißner - Hersfeld-Rotenburg,126814,51386,54630,0,2513,7277,6333,4675,40.52076269181636,43.0788398757235,0,1.9816424054126516,5.738325421483433,4.993928115192329,3.6865014903717257,SPD,43.0788398757235,CDU_CSU,40.52076269181636
170,6,Schwalm-Eder,136829,54162,57944,0,3005,6890,7884,6944,39.583713978761814,42.34774791893531,0,2.1961718641516055,5.035482244261085,5.761936431604411,5.0749475622857725,SPD,42.34774791893531,CDU_CSU,39.583713978761814
