id,id2,distritos,validos,CDU_CSU,SPD,AfD,FDP,LINKE,GRÜNE,OTROS
51,3,Helmstedt – Wolfsburg,129048,34367,54349,12339,9766,3575,11305,3347
52,3,Goslar – Northeim – Osterode,142061,47188,52141,11231,8826,3833,14955,3887
53,3,Göttingen,159462,42955,51386,NA,15260,8057,37058,NA
54,4,Bremen I,184955,39488,55946,9118,13900,15321,39704,11478
55,4,Bremen II – Bremerhaven,141456,28384,52274,12510,8453,10523,20700,8612
56,12,Prignitz – Ostprignitz-Ruppin – Havelland I,120837,23433,39853,23798,7354,10846,5623,9930
57,12,Uckermark – Barnim I,129140,22990,38241,26166,10964,12314,7526,10939
58,12,Oberhavel – Havelland II,192718,39992,50687,30861,17319,15501,19025,19333
59,12,Märkisch-Oderland – Barnim II,174199,40811,43111,31925,12271,21698,11741,12642
60,12,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,145390,29239,46642,23936,9266,12672,9474,14161
61,12,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,188842,26050,64270,17302,16870,14702,35452,14196
62,12,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,191506,38092,50673,33713,15080,17421,13523,23004
63,12,Frankfurt (Oder) – Oder-Spree,140427,22876,39349,30180,9974,15682,8868,13498
64,12,Cottbus – Spree-Neiße,126362,21071,34883,32529,11400,11156,4662,10661
65,12,Elbe-Elster – Oberspreewald-Lausitz II,118280,19130,29998,29559,10597,10631,4110,14255
66,15,Altmark,107582,23431,29594,20875,9125,11218,4674,8665
67,15,Börde – Jerichower Land,146743,36641,38520,29843,11816,12795,6184,10944
68,15,Harz,136841,37886,34812,24947,10063,14410,6321,8402
69,15,Magdeburg,155273,34175,39215,23398,12140,15136,14383,16826
70,15,Dessau – Wittenberg,113820,39043,22178,22002,7591,9003,7632,6371
71,15,Anhalt,137193,32293,28384,33226,10636,20246,4587,7821
72,15,Halle,147067,30498,42334,22516,11867,19247,12520,8085
73,15,Burgenland – Saalekreis,124291,32649,27165,32328,11764,12418,4206,3761
74,15,Mansfeld,131340,32731,30972,32933,11087,13108,3820,6689
75,11,Berlin-Mitte,150207,20002,34072,7597,10038,21291,45870,11337
76,11,Berlin-Pankow,181932,23039,39093,16237,12509,29506,46357,15191
77,11,Berlin-Reinickendorf,125387,34148,32375,12245,10907,6099,17600,12013
78,11,Berlin-Spandau – Charlottenburg Nord,122939,28899,40344,12416,10427,6823,14683,9347
79,11,Berlin-Steglitz-Zehlendorf,174823,48949,43472,9221,15961,7461,38895,10864
80,11,Berlin-Charlottenburg-Wilmersdorf,153378,34157,42869,6530,14934,8816,37371,8701
81,11,Berlin-Tempelhof-Schöneberg,175204,38375,47450,10007,12820,10685,44032,11835
82,11,Berlin-Neukölln,136531,25578,35517,10152,8631,17898,27103,11652
83,11,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,170321,13078,29646,6615,9225,30128,64404,17225
84,11,Berlin-Treptow-Köpenick,156210,21141,24132,17796,9236,55372,16143,12390
85,11,Berlin-Marzahn-Hellersdorf,133852,39403,19802,20854,6158,29259,8301,10075
86,11,Berlin-Lichtenberg,142737,17693,28031,17352,8678,36790,19467,14726
87,5,Aachen I,138913,35562,33087,5314,10906,6161,41942,5941
88,5,Aachen II,168780,54809,58186,12632,12055,4495,19973,6630
89,5,Heinsberg,143715,57093,37249,10965,10689,3608,15368,8743
90,5,Düren,151937,55718,46733,12947,11237,3457,14174,7671
91,5,Rhein-Erft-Kreis I,192942,63633,58848,13537,17542,5889,25408,8085
92,5,Euskirchen – Rhein-Erft-Kreis II,190774,65979,50790,15098,19804,4992,25005,9106
93,5,Köln I,139804,31636,38985,8789,11490,7213,33405,8286
94,5,Köln II,203982,50918,40103,5587,16950,8771,70657,10996
95,5,Köln III,154135,28674,46149,8015,10708,8435,43600,8554
96,5,Bonn,184110,44872,46251,7448,23198,6675,46467,9199
97,5,Rhein-Sieg-Kreis I,186462,60775,53213,13043,16603,6242,26270,10316
98,5,Rhein-Sieg-Kreis II,175319,70143,41004,10385,13914,4607,26955,8311
99,5,Oberbergischer Kreis,158507,53757,42461,15071,15636,4587,19015,7980
100,5,Rheinisch-Bergischer Kreis,175549,52680,39869,9512,29570,4848,31607,7463
101,5,Leverkusen – Köln IV,152760,31197,69662,10797,11050,5657,17290,7107
102,5,Wuppertal I,144958,31960,54065,11995,13756,6742,18932,7508
103,5,Solingen – Remscheid – Wuppertal II,162003,44771,52864,12335,17405,5099,20967,8562
104,5,Mettmann I,157897,47326,39326,10704,14873,4252,36095,5321
105,5,Mettmann II,122597,38425,37643,8895,11157,3394,17728,5355
106,5,Düsseldorf I,173956,54154,38964,7002,24242,5094,36929,7571
107,5,Düsseldorf II,141134,34801,41169,8214,14143,5418,30201,7188
108,5,Neuss I,160558,57443,51392,10800,12932,4152,18050,5789
109,5,Mönchengladbach,127939,45554,37544,9915,10957,NA,17302,NA
110,5,Krefeld I – Neuss II,154200,51498,39253,9149,18780,4319,24382,6819
111,5,Viersen,173345,62124,47805,10312,15140,5558,24394,8012
112,5,Kleve,169462,63699,48142,9788,14821,4235,23476,5301
113,5,Wesel I,159164,47447,54488,10842,14452,4598,19928,7409
114,5,Krefeld II – Wesel II,130292,37026,45867,9077,10952,4100,17398,5872
115,5,Duisburg I,117271,24299,47314,11101,8203,5499,16776,4079
116,5,Duisburg II,96809,19402,38162,13363,6901,4889,10518,3574
117,5,Oberhausen – Wesel III,143753,32276,55800,13599,10132,4904,17169,9873
118,5,Mülheim – Essen I,138158,33091,50173,11704,11883,3663,19547,8097
119,5,Essen II,104198,23735,39410,12015,6976,4325,12647,5090
120,5,Essen III,151844,46639,45609,8225,10871,5030,28741,6729
121,5,Recklinghausen I,120517,30845,49436,11087,8481,3606,12833,4229
122,5,Recklinghausen II,136375,38326,51050,13108,11283,3881,14836,3891
123,5,Gelsenkirchen,111084,21954,44965,15555,9014,3559,11286,4751
124,5,Steinfurt I – Borken I,155717,62322,44046,8482,14515,3699,18743,3910
125,5,Bottrop – Recklinghausen III,147222,39830,57427,14067,11364,3889,15152,5493
126,5,Borken II,160897,70334,40851,7909,13404,3927,20027,4445
127,5,Coesfeld – Steinfurt II,159946,65402,40145,7241,12409,4242,27069,3438
128,5,Steinfurt III,154340,52445,48068,8785,11393,4611,23978,5060
129,5,Münster,195294,51095,47047,5234,13038,7078,63160,8642
130,5,Warendorf,164366,59635,50697,10209,12787,4075,21215,5748
131,5,Gütersloh I,178121,71185,45876,12812,13507,4286,22850,7605
132,5,Bielefeld – Gütersloh II,183864,40928,55230,12295,17795,9892,40012,7712
133,5,Herford – Minden-Lübbecke II,168806,45137,61551,15852,14020,5333,18088,8825
134,5,Minden-Lübbecke I,151502,39675,58167,13441,12494,3933,15885,7907
135,5,Lippe I,170383,44618,52337,16214,16625,5276,26907,8406
136,5,Höxter – Lippe II,132933,53297,37210,11244,9463,3345,12685,5689
137,5,Paderborn – Gütersloh III,176839,84670,33513,13152,9845,5532,22926,7201
138,5,Hagen – Ennepe-Ruhr-Kreis I,143071,37721,47573,14418,13520,4551,17953,7335
139,5,Ennepe-Ruhr-Kreis II,135447,33357,47993,9731,11530,3715,21734,7387
140,5,Bochum I,152084,32961,58258,NA,13656,9361,28284,NA
141,5,Herne – Bochum II,121517,24068,52832,11849,8441,4662,14243,5422
142,5,Dortmund I,154716,30051,51037,10577,10416,5908,26308,20419
143,5,Dortmund II,142557,28897,55695,11816,10270,5823,21028,9028
144,5,Unna I,146761,36810,59869,11736,9137,4731,20340,4138
145,5,Hamm – Unna II,167052,44266,67774,15562,12058,6284,16959,4149
146,5,Soest,177446,58791,54612,13992,17825,5549,22154,4523
147,5,Hochsauerlandkreis,155419,62811,50057,10068,10806,2685,12478,6514
148,5,Siegen-Wittgenstein,160827,54043,48897,14422,13590,4902,16623,8350
149,5,Olpe – Märkischer Kreis I,153388,56879,45368,13104,15946,3935,13645,4511
150,5,Märkischer Kreis II,142462,47935,43349,12935,12750,4667,12867,7959
151,14,Nordsachsen,117668,26882,22257,32706,10251,9448,5883,10241
152,14,Leipzig I,166111,34100,33583,26451,13397,25436,19776,13368
153,14,Leipzig II,179448,29538,29730,20668,13272,40927,32994,12319
154,14,Leipzig-Land,160215,39060,31985,39344,15693,12670,8054,13409
155,14,Meißen,147437,32924,22770,45707,13728,10344,7589,14375
156,14,Bautzen I,157142,40928,21006,52492,12634,14144,4089,11849
157,14,Görlitz,150808,39299,18927,53971,11220,11837,6167,9387
158,14,Sächsische Schweiz-Osterzgebirge,152040,29173,17505,50206,12921,15216,6830,20189
159,14,Dresden I,179537,37809,26272,33779,18588,33871,17135,12083
160,14,Dresden II – Bautzen II,187735,35012,28689,34973,20717,22156,25522,20666
161,14,Mittelsachsen,145716,34636,25727,48720,14420,12162,5396,4655
162,14,Chemnitz,139329,25802,34959,30499,13934,15229,9934,8972
163,14,Chemnitzer Umland – Erzgebirgskreis II,135756,32110,23181,39264,11872,11330,5617,12382
164,14,Erzgebirgskreis I,159495,40550,23650,50571,11914,12787,4001,16022
165,14,Zwickau,145272,30792,24091,37132,13985,22585,5987,10700
166,14,Vogtlandkreis,135747,37635,26410,36392,11509,12655,6379,4767
167,6,Waldeck,135982,35734,51603,12536,12072,4208,13581,6248
168,6,Kassel,160582,32761,57922,11349,12947,9360,27753,8490
169,6,Werra-Meißner – Hersfeld-Rotenburg,129030,34525,56385,14202,7135,3890,8032,4861
170,6,Schwalm-Eder,139245,33440,54790,14379,12233,3759,12360,8284
171,6,Marburg,140073,36528,51628,12590,9335,6587,18708,4697
172,6,Lahn-Dill,151038,45441,49919,15816,12056,4756,13763,9287
173,6,Gießen,159281,47136,48363,14440,12068,6322,21204,9748
174,6,Fulda,161652,61574,35163,24505,13892,4649,13832,8037
175,6,Main-Kinzig – Wetterau II – Schotten,134885,37119,41156,17588,15094,4082,12692,7154
176,6,Hochtaunus,142456,44549,38424,10709,16132,3759,21770,7113
177,6,Wetterau I,136895,38796,40605,11318,15000,3904,18987,8285
178,6,Rheingau-Taunus – Limburg,169977,51318,48441,13547,18126,4563,24418,9564
179,6,Wiesbaden,134605,35374,34747,9192,13996,6653,25811,8832
180,6,Hanau,129368,36019,40290,13364,13105,4463,15994,6133
181,6,Main-Taunus,155800,51943,35463,10577,20278,4267,26350,6922
182,6,Frankfurt am Main I,143503,31163,41604,7909,16369,12562,26922,6974
183,6,Frankfurt am Main II,173252,38996,40430,7990,19766,10629,50230,5211
184,6,Groß-Gerau,127335,35334,42598,10880,10725,5047,14890,7861
185,6,Offenbach,155697,43330,41030,11851,14827,7497,26229,10933
186,6,Darmstadt,186454,42351,51046,11210,17192,9332,44364,10959
187,6,Odenwald,176787,49364,57173,14961,17113,5991,21631,10554
188,6,Bergstraße,151242,46121,41122,14351,16175,4150,20954,8369
189,16,Eichsfeld – Nordhausen – Kyffhäuserkreis,152487,40600,34010,34643,10348,16584,5901,10401
190,16,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,153990,35423,36728,38166,8867,17214,5429,12163
191,16,Jena – Sömmerda – Weimarer Land I,152251,28169,30673,29578,10688,25741,14654,12748
192,16,Gotha – Ilm-Kreis,140576,25920,33086,37244,9491,15576,6497,12762
193,16,Erfurt – Weimar – Weimarer Land II,164659,28636,40183,27234,12308,26985,19474,9839
194,16,Gera – Greiz – Altenburger Land,165641,33068,36757,48043,14276,19414,6297,7786
195,16,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,164478,34483,30782,48175,12343,19966,6293,12436
196,16,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,168956,37727,56786,35887,10685,14137,3614,10120
197,7,Neuwied,179784,57429,54320,16812,15931,5007,16559,13726
198,7,Ahrweiler,146602,50282,44321,10823,12123,3537,15554,9962
199,7,Koblenz,145312,46074,43417,9753,11179,4054,17980,12855
200,7,Mosel/Rhein-Hunsrück,132369,45364,35569,10645,15664,NA,12833,NA
201,7,Kreuznach,136100,39588,44976,12973,9753,4294,9958,14558
202,7,Bitburg,122485,46227,33631,7947,9011,2854,8507,14308
203,7,Trier,145354,40273,47925,8220,10126,5129,18917,14764
204,7,Montabaur,161993,48608,50977,14024,15131,4418,14240,14595
205,7,Mainz,200110,47208,49847,10316,14432,24887,37390,16030
206,7,Worms,164143,52824,49748,16043,12966,5070,15949,11543
207,7,Ludwigshafen/Frankenthal,152788,38193,50108,17740,13687,4648,17061,11351
208,7,Neustadt – Speyer,171649,51770,48158,17204,14624,4535,20868,14490
209,7,Kaiserslautern,166785,35803,56523,20002,11870,6763,14579,21245
210,7,Pirmasens,130197,39181,39622,16462,9874,3670,7866,13522
211,7,Südpfalz,169627,47851,47900,16658,17017,5224,19061,15916
212,9,Altötting,128555,55694,14622,14218,9244,3155,11145,20477
213,9,Erding – Ebersberg,167195,70654,24204,11447,13224,3355,24838,19473
214,9,Freising,192762,69687,25950,18041,14688,3898,24059,36439
215,9,Fürstenfeldbruck,191288,72722,36828,13056,16029,3216,25364,24073
216,9,Ingolstadt,186227,83663,25954,17806,10876,4648,18183,25097
217,9,München-Nord,174603,44854,38172,7588,19477,6207,42281,16024
218,9,München-Ost,192966,61111,38225,8058,18104,4906,42363,20199
219,9,München-Süd,172079,46058,33902,7640,16437,6236,47253,14553
220,9,München-West/Mitte,197281,53302,39165,7594,19153,6976,53156,17935
221,9,München-Land,198293,77521,30237,9816,18180,3684,40468,18387
222,9,Rosenheim,190082,68648,22869,15767,17670,4092,26181,34855
223,9,Bad Tölz-Wolfratshausen – Miesbach,134327,55500,15418,NA,11634,2643,20829,NA
224,9,Starnberg – Landsberg am Lech,179779,68594,23998,10695,16601,3694,35851,20346
225,9,Traunstein,162524,59525,27637,12668,12259,3537,17216,29682
226,9,Weilheim,136605,57180,19681,9696,8551,2718,16300,22479
227,9,Deggendorf,126499,47268,19525,17432,6327,1894,6890,27163
228,9,Landshut,193948,70683,22466,19186,22772,3955,21812,33074
229,9,Passau,135475,41529,28340,16212,10515,2682,12097,24100
230,9,Rottal-Inn,132448,46493,15794,16808,10210,1913,10188,31042
231,9,Straubing,132072,58484,16311,16792,6896,1935,8614,23040
232,9,Amberg,171948,69257,27475,17811,10211,4158,13906,29130
233,9,Regensburg,197703,69839,32846,16556,13754,6021,30332,28355
234,9,Schwandorf,173752,60927,39619,23141,7333,3043,7933,31756
235,9,Weiden,131423,50576,29573,13522,6301,2325,6634,22492
236,9,Bamberg,147793,54725,28122,13279,9820,3625,22728,15494
237,9,Bayreuth,128326,54465,24842,10777,9180,2579,14062,12421
238,9,Coburg,122937,44890,32056,11873,6368,2337,10580,14833
239,9,Hof,124457,51312,29763,14705,6493,2651,7943,11590
240,9,Kulmbach,136394,65163,22102,14415,6482,2448,10165,15619
241,9,Ansbach,190997,73313,33818,18417,13024,3794,21343,27288
242,9,Erlangen,154397,54275,32009,10671,10388,NA,29885,NA
243,9,Fürth,196513,65875,47154,16857,12884,6223,27108,20412
244,9,Nürnberg-Nord,144200,41023,31615,8485,10882,7726,32540,11929
245,9,Nürnberg-Süd,128341,44174,31081,13118,8765,5178,15557,10468
246,9,Roth,188278,71477,31804,14943,12595,5077,25140,27242
247,9,Aschaffenburg,145524,59261,24893,13955,11680,3536,19585,12614
248,9,Bad Kissingen,172533,67454,32844,17131,12205,4476,16467,21956
249,9,Main-Spessart,156786,60490,33700,12575,9515,4069,15813,20624
250,9,Schweinfurt,155798,63694,29038,15467,12407,6552,14747,13893
251,9,Würzburg,183490,67646,33121,NA,19412,7522,36295,NA
252,9,Augsburg-Stadt,152312,42779,27452,13431,12881,7167,31347,17255
253,9,Augsburg-Land,203085,82420,29438,19660,16032,3573,24805,27157
254,9,Donau-Ries,155924,64045,29871,15723,9915,3049,11076,22245
255,9,Neu-Ulm,187343,69687,29946,22525,14518,3467,20632,26568
256,9,Oberallgäu,180140,53568,28399,14475,23605,4911,27818,27364
257,9,Ostallgäu,197122,76399,24286,20020,14262,6667,24124,31364
258,8,Stuttgart I,156678,36601,20012,6295,16504,6447,62594,8225
259,8,Stuttgart II,132461,34301,27220,9603,14691,6294,31444,8908
260,8,Böblingen,193790,57504,40844,16176,32183,4548,30210,12325
261,8,Esslingen,131020,41976,28501,9123,16011,3477,24058,7874
262,8,Nürtingen,164401,49482,34602,13592,22751,3967,29609,10398
263,8,Göppingen,134004,41556,31823,15818,16481,2958,15932,9436
264,8,Waiblingen,174410,50565,39642,15195,27123,4464,26224,11197
265,8,Ludwigsburg,170518,50293,31392,14394,23886,4882,34660,11011
266,8,Neckar-Zaber,185045,56247,41707,18478,22790,4342,29014,12467
267,8,Heilbronn,180931,50298,43886,23092,24746,4237,23018,11654
268,8,Schwäbisch Hall – Hohenlohe,171128,54896,33568,20579,19941,4090,25825,12229
269,8,Backnang – Schwäbisch Gmünd,134908,41151,32890,15822,16182,3982,15529,9352
270,8,Aalen – Heidenheim,166760,61781,36465,16973,15689,3898,20338,11616
271,8,Karlsruhe-Stadt,158228,30920,33629,10808,15789,7957,47472,11653
272,8,Karlsruhe-Land,166261,50581,37948,14964,19066,4040,27755,11907
273,8,Rastatt,153595,50991,34847,16454,17764,4212,19962,9365
274,8,Heidelberg,176638,42582,35603,10823,15906,6987,53288,11449
275,8,Mannheim,140782,27981,37099,13772,14888,6825,31721,8496
276,8,Odenwald – Tauber,160250,57391,33083,19372,15549,3722,17695,13438
277,8,Rhein-Neckar,151923,43307,41055,15250,17699,3989,22607,8016
278,8,Bruchsal – Schwetzingen,150198,44465,32834,17352,17635,3854,22154,11904
279,8,Pforzheim,162539,46289,33956,22943,20631,3772,20679,14269
280,8,Calw,151518,51214,26113,18668,22681,2998,17713,12131
281,8,Freiburg,179762,37109,47197,8107,13833,9604,51777,12135
282,8,Lörrach – Müllheim,172342,43511,37494,13981,24430,4580,35557,12789
283,8,Emmendingen – Lahr,166658,46410,46318,14397,16622,4917,23345,14649
284,8,Offenburg,155137,54139,29002,13875,16688,4253,21719,15461
285,8,Rottweil – Tuttlingen,147831,46535,23988,20292,24782,3176,18182,10876
286,8,Schwarzwald-Baar,121490,44188,21995,12794,16747,2757,14692,8317
287,8,Konstanz,156283,53360,31486,13487,17047,5591,28142,7170
288,8,Waldshut,134471,45192,34359,11406,10186,3593,20590,9145
289,8,Reutlingen,152476,49631,27236,15354,20411,6169,25399,8276
290,8,Tübingen,159627,43021,28981,12485,15060,7525,40979,11576
291,8,Ulm,175995,57611,32177,15930,19745,4602,33010,12920
292,8,Biberach,131509,46193,24467,13384,12987,2060,17854,14564
293,8,Bodensee,136750,41622,28500,12584,16751,3705,23384,10204
294,8,Ravensburg,145933,44591,20128,11730,20932,4364,30745,13443
295,8,Zollernalb – Sigmaringen,136395,41106,24968,15553,18682,2848,23118,10120
296,10,Saarbrücken,140393,35252,51749,12569,11647,8708,11141,9327
297,10,Saarlouis,156117,43669,57353,15111,12777,8405,7381,11421
298,10,St. Wendel,136954,43923,48132,12339,11355,5782,5734,9689
299,10,Homburg,139611,36474,51089,16209,11015,7313,6824,10687
